2016-05-31,buy,2300,MSFT
2016-06-01,sell,800,GOOG
2016-06-02,sell,2200,MSFT
2016-06-06,buy,1200,GOOG
2016-06-07,sell,8100,AAPL
2016-06-08,buy,3100,MSFT
2016-06-09,buy,600,GOOG
2016-06-10,buy,100,AAPL
2016-06-13,sell,4100,MSFT
2016-06-14,sell,500,AAPL
2016-06-16,buy,8200,MSFT
2016-06-17,sell,400,AAPL
2016-06-20,sell,6900,MSFT
2016-06-21,sell,700,AAPL
2016-06-22,sell,800,MSFT
2016-06-23,sell,500,MSFT
2016-06-24,buy,1500,MSFT
2016-06-28,buy,4700,MSFT
2016-07-01,sell,4400,MSFT
2016-07-05,sell,1500,MSFT
2016-07-06,buy,300,GOOG
2016-07-08,sell,1300,GOOG
2016-07-11,buy,25800,MSFT
2016-07-13,sell,300,GOOG
2016-07-15,sell,100,GOOG
2016-07-18,buy,2200,MSFT
2016-07-19,sell,100,GOOG
2016-07-20,sell,25700,MSFT
2016-07-21,buy,1800,AAPL
2016-07-22,buy,7100,MSFT
2016-07-25,buy,13500,MSFT
2016-07-27,buy,5000,MSFT
2016-07-28,sell,100,GOOG
2016-08-02,sell,1700,MSFT
2016-08-03,sell,17600,MSFT
2016-08-04,buy,5800,AAPL
2016-08-05,sell,6600,MSFT
2016-08-08,sell,2200,MSFT
2016-08-09,sell,200,GOOG
2016-08-10,buy,900,MSFT
2016-08-11,buy,12100,MSFT
2016-08-12,buy,1400,AAPL
2016-08-15,sell,5100,AAPL
2016-08-16,buy,3800,AAPL
2016-08-17,sell,6200,MSFT
2016-08-19,sell,1200,MSFT
2016-08-22,sell,1100,MSFT
2016-08-24,sell,1200,AAPL
2016-08-25,buy,9900,MSFT
2016-08-29,buy,4000,AAPL
2016-08-30,sell,3900,AAPL
2016-08-31,sell,1100,AAPL
2016-09-01,buy,800,MSFT
2016-09-02,buy,200,GOOG
2016-09-06,sell,5100,AAPL
2016-09-07,buy,7200,AAPL
2016-09-08,sell,12200,MSFT
2016-09-09,buy,1900,AAPL
2016-09-12,sell,100,MSFT
2016-09-13,sell,3900,AAPL
2016-09-14,buy,9700,MSFT
2016-09-15,sell,9100,MSFT
2016-09-16,buy,14300,MSFT
2016-09-19,sell,1500,AAPL
2016-09-20,sell,1300,AAPL
2016-09-22,sell,8700,MSFT
2016-09-23,sell,2000,AAPL
2016-09-26,buy,20500,MSFT
2016-09-27,sell,400,AAPL
2016-09-28,sell,28100,MSFT
2016-09-29,buy,300,AAPL
2016-09-30,buy,2100,GOOG
2016-10-03,sell,2200,GOOG
2016-10-04,buy,1300,GOOG
2016-10-05,buy,15300,MSFT
2016-10-06,sell,7100,MSFT
2016-10-07,sell,4100,MSFT
2016-10-10,sell,600,AAPL
2016-10-11,sell,100,AAPL
2016-10-12,buy,800,GOOG
2016-10-13,buy,700,MSFT
2016-10-14,sell,400,GOOG
2016-10-18,sell,4900,MSFT
2016-10-24,sell,900,MSFT
2016-10-25,sell,500,MSFT
2016-10-27,buy,10600,MSFT
2016-11-02,buy,900,MSFT
2016-11-03,sell,3700,MSFT
2016-11-04,sell,4100,MSFT
2016-11-07,buy,500,MSFT
2016-11-09,sell,4100,MSFT
2016-11-10,sell,700,GOOG
2016-11-14,buy,1500,GOOG
2016-11-15,sell,800,GOOG
2016-11-17,sell,300,GOOG
2016-11-18,sell,700,GOOG
2016-11-21,buy,2400,AAPL
2016-11-22,buy,300,GOOG
2016-11-23,sell,200,MSFT
2016-11-25,buy,800,GOOG
2016-11-28,sell,1000,AAPL
2016-11-29,buy,500,MSFT
2016-11-30,buy,4700,MSFT
2016-12-01,sell,1200,AAPL
2016-12-02,buy,3300,MSFT
2016-12-06,sell,2200,MSFT
2016-12-07,sell,100,AAPL
2016-12-08,sell,600,GOOG
2016-12-09,sell,1800,MSFT
2016-12-13,sell,3900,MSFT
2016-12-14,buy,900,GOOG
2016-12-15,sell,200,MSFT
2016-12-16,sell,300,GOOG
2016-12-19,sell,300,MSFT
2016-12-20,sell,1700,GOOG
2016-12-21,buy,25000,MSFT
2016-12-22,sell,100,GOOG
2016-12-23,sell,100,AAPL
2016-12-27,sell,100,GOOG
2016-12-29,buy,100,AAPL
