2016-10-03,sell,16000,AAPL
2016-10-04,buy,15000,AAPL
2016-10-06,sell,20500,AAPL
2016-10-07,sell,2500,AAPL
2016-10-10,sell,500,AAPL
2016-10-11,buy,19500,AAPL
2016-10-13,buy,4500,MSFT
2016-10-18,sell,32500,MSFT
2016-10-19,sell,18500,AAPL
2016-10-20,buy,65000,MSFT
2016-10-21,buy,1000,AAPL
2016-10-25,sell,2000,AAPL
2016-10-28,buy,4000,AAPL
2016-10-31,sell,22000,MSFT
2016-11-01,buy,1500,MSFT
2016-11-02,buy,14000,MSFT
2016-11-03,sell,3000,AAPL
2016-11-04,buy,8000,AAPL
2016-11-07,sell,2000,AAPL
2016-11-09,sell,32000,MSFT
2016-11-10,sell,7000,MSFT
2016-11-11,buy,7000,MSFT
2016-11-14,sell,17500,MSFT
2016-11-15,buy,23000,AAPL
2016-11-17,sell,15500,MSFT
2016-11-18,sell,1500,AAPL
2016-11-21,sell,2000,MSFT
2016-11-22,sell,5500,AAPL
2016-11-23,sell,1000,MSFT
2016-11-25,sell,7000,AAPL
2016-11-28,buy,2000,GOOG
2016-11-30,sell,2000,GOOG
2016-12-02,buy,25000,AAPL
2016-12-05,buy,7500,AAPL
2016-12-12,sell,16000,AAPL
2016-12-15,buy,23500,MSFT
2016-12-16,sell,20500,AAPL
2016-12-19,sell,6500,AAPL
2016-12-20,buy,33500,MSFT
2016-12-22,sell,56500,MSFT
2016-12-23,buy,78000,MSFT
2016-12-27,sell,60000,MSFT
2016-12-28,buy,56500,MSFT
2016-12-29,sell,38000,MSFT
2016-12-30,buy,2000,MSFT
